lat,lon,cluster
40.7533,-73.9664,0
40.7636,-73.9794,0
40.7322,-74.0076,0
40.7146,-74.0101,0
40.7271,-74.0347,-1
40.7475,-74.009,0
40.7685,-73.8626,1
40.7685,-73.8626,1
40.7218,-73.9829,0
40.7274,-73.9937,0
40.73,-73.9856,0
40.7195,-74.0323,-1
40.7195,-74.0323,-1
40.7103,-73.9847,0
40.7516,-73.977,0
40.7608,-73.979,0
40.7636,-73.9754,0
40.7588,-73.9776,0
40.742,-74.0055,0
40.7497,-73.9931,0
40.7399,-73.9934,0
40.737,-73.998,0
40.7345,-74.01,0
40.7737,-73.956,0
40.7233,-74.0083,0
40.7186,-74.0339,-1
40.7186,-74.0339,-1
40.7308,-74.001,0
40.7546,-73.9893,0
40.7592,-74.0228,-1
40.7555,-73.9731,0
40.7649,-73.9807,0
40.7617,-73.9845,0
40.7138,-74.0635,-1
40.7218,-73.9934,0
40.7203,-73.9794,0
40.7324,-73.9931,0
40.7035,-73.9907,0
40.7636,-73.9694,0
40.7498,-73.9899,0
40.7634,-73.9792,0
40.7655,-73.9758,0
40.6728,-73.9834,-1
40.7626,-73.9787,0
40.7406,-74.0068,0
40.7605,-73.9706,0
40.7605,-73.9706,0
40.7615,-73.9785,0
40.7573,-73.9742,0
40.7621,-73.9716,0
40.7678,-73.9824,0
40.7579,-73.9877,0
40.7294,-73.9918,0
40.7706,-73.8671,1
40.7205,-74.0034,0
40.7658,-73.9656,0
40.7614,-73.9941,0
40.716,-74.012,0
40.716,-74.012,0
40.7639,-73.9766,0
40.7452,-73.9377,-1
40.7785,-73.9452,0
40.7531,-73.9791,0
40.7152,-74.0103,0
40.73,-73.9991,0
40.7417,-74.0049,0
40.745,-73.9829,0
40.7404,-74.0063,0
40.7454,-74.0058,0
40.7454,-74.0058,0
40.7584,-73.9728,0
40.7434,-74.0073,0
40.7764,-73.9765,0
40.7824,-73.9808,0
40.7096,-74.0113,0
40.7189,-74.0087,0
40.7516,-73.9765,0
40.7602,-73.9827,0
40.7687,-73.9099,-1
40.754,-73.9819,0
40.762,-73.9855,0
40.6957,-73.9401,-1
40.7499,-73.9921,0
40.7499,-73.9921,0
40.7406,-74.0057,0
40.679,-73.9756,-1
40.7508,-73.9397,-1
40.7421,-74.0059,0
40.7421,-74.0059,0
40.7214,-73.9976,0
40.7634,-73.9853,0
40.7807,-73.9545,0
40.7304,-74.0076,0
40.7411,-73.9837,0
40.743,-73.9872,0
40.7552,-73.9835,0
40.758,-73.9995,0
40.7017,-73.9516,2
40.7637,-73.9736,0
40.7581,-73.9853,0
40.7605,-73.9837,0
40.7588,-73.9624,0
40.7443,-73.9808,0
40.714,-74.0147,0
40.714,-74.0147,0
40.7229,-74.008,0
40.7632,-73.9844,0
40.7228,-74.0047,0
40.7384,-73.9854,0
40.7533,-73.9872,0
40.7465,-74.0099,0
40.7646,-73.9881,0
40.7741,-73.8727,1
40.757,-73.9743,0
40.6676,-73.9313,-1
40.7547,-73.9953,0
